hh,grp,first_day,last_day,n_days_any,n_days_full,dropped
MAC000874,Std,2012-04-26,2014-02-27,673,647.0,0
MAC001257,Std,2012-05-14,2014-02-27,653,629.0,0
MAC001406,Std,2012-05-18,2014-02-27,650,626.0,0
MAC001453,Std,2012-05-21,2014-02-27,648,622.0,0
MAC001483,Std,2012-05-22,2014-02-27,646,617.0,0
MAC001634,Std,2012-05-28,2014-02-27,619,596.0,0
MAC001669,Std,2012-05-28,2014-02-27,641,617.0,0
MAC001811,Std,2012-06-06,2014-02-27,631,607.0,0
MAC001893,Std,2012-06-08,2014-02-27,627,602.0,0
MAC002081,Std,2012-06-17,2013-10-29,500,483.0,1
MAC002121,Std,2012-06-18,2014-02-27,620,597.0,0
MAC002189,Std,2012-06-23,2014-02-27,615,590.0,0
MAC002231,Std,2012-04-21,2014-02-27,677,652.0,0
MAC002469,Std,2012-05-01,2014-02-27,666,642.0,0
MAC002646,Std,2012-05-03,2014-02-27,665,638.0,0
MAC002667,Std,2012-05-04,2014-02-27,665,638.0,0
MAC003005,Std,2012-05-15,2014-02-27,652,629.0,0
MAC003084,Std,2012-05-16,2014-02-27,652,626.0,0
MAC003154,Std,2012-07-14,2014-02-27,594,573.0,0
MAC003188,Std,2012-09-13,2014-02-27,532,507.0,0
MAC003432,Std,2012-10-02,2014-02-27,511,490.0,0
MAC003481,Std,2012-10-03,2013-03-12,161,153.0,1
MAC003650,Std,2012-10-12,2014-02-27,504,484.0,0
MAC003712,Std,2012-11-06,2014-02-27,479,462.0,0
MAC003757,Std,2012-10-19,2014-02-27,497,476.0,0
MAC003798,Std,2012-10-22,2014-02-27,494,474.0,0
MAC003863,Std,2012-10-25,2014-02-27,491,471.0,0
MAC003908,Std,2012-10-26,2013-11-26,396,378.0,1
MAC003948,Std,2012-07-05,2014-02-27,603,575.0,0
MAC004165,Std,2012-05-21,2014-02-27,648,622.0,0
MAC004166,Std,2012-05-21,2014-02-27,647,623.0,0
MAC004235,Std,2012-05-23,2014-02-27,646,618.0,0
MAC004282,Std,2012-05-24,2014-02-27,642,617.0,0
MAC004328,Std,2012-03-14,2014-02-27,716,688.0,0
MAC004352,Std,2012-03-15,2014-02-27,714,684.0,0
MAC004384,Std,2012-03-16,2014-02-27,714,689.0,0
MAC004409,Std,2012-03-19,2014-02-27,711,684.0,0
MAC004446,Std,2012-03-20,2014-02-27,710,685.0,0
MAC004516,Std,2011-12-20,2014-02-27,801,762.0,0
MAC004662,Std,2012-07-12,2014-02-27,596,572.0,0
MAC004707,Std,2012-07-13,2014-02-27,595,571.0,0
MAC004715,Std,2012-03-28,2014-02-27,702,676.0,0
MAC004905,Std,2012-01-17,2014-02-27,773,742.0,0
MAC004906,Std,2012-01-17,2014-02-27,773,745.0,0
MAC004927,Std,2012-01-20,2014-02-27,770,742.0,0
MAC004960,Std,2012-01-23,2014-02-27,767,739.0,0
MAC004981,Std,2012-01-25,2014-02-27,765,738.0,0
MAC005075,Std,2012-05-30,2014-02-27,637,612.0,0
MAC005097,Std,2012-05-30,2014-02-27,636,614.0,0
MAC005118,Std,2012-05-31,2013-02-17,261,249.0,1
MAC005195,Std,2012-02-02,2014-02-27,757,730.0,0
MAC005254,Std,2012-02-07,2014-02-27,752,724.0,0
MAC005283,Std,2012-02-10,2014-02-27,749,718.0,0
MAC000402,ToU,2012-03-14,2014-02-27,716,685.0,0
MAC000464,ToU,2012-03-23,2014-02-27,707,678.0,0
MAC001024,ToU,2012-05-02,2014-02-27,666,637.0,0
MAC001156,ToU,2012-05-09,2014-02-27,659,634.0,0
MAC001322,ToU,2012-05-16,2014-02-27,651,627.0,0
MAC001590,ToU,2012-05-25,2014-02-27,643,618.0,0
MAC001596,ToU,2012-05-25,2013-09-29,492,471.0,1
MAC001694,ToU,2012-05-29,2014-02-27,638,612.0,0
MAC001704,ToU,2012-05-29,2014-02-27,638,609.0,0
MAC001851,ToU,2012-06-07,2014-02-27,627,605.0,0
MAC002113,ToU,2012-06-18,2014-02-27,620,599.0,0
MAC002418,ToU,2012-04-30,2014-02-27,666,643.0,0
MAC002432,ToU,2012-05-01,2014-02-27,667,644.0,0
MAC002533,ToU,2012-07-09,2014-02-27,599,577.0,0
MAC002673,ToU,2012-05-04,2014-02-27,664,638.0,0
MAC002874,ToU,2012-05-11,2014-02-27,656,631.0,0
MAC003097,ToU,2012-05-16,2014-02-27,653,626.0,0
MAC003581,ToU,2012-10-09,2014-02-27,507,487.0,0
MAC003769,ToU,2012-10-19,2014-02-27,496,479.0,0
MAC003982,ToU,2012-07-06,2014-02-27,601,569.0,0
MAC004593,ToU,2012-07-11,2014-02-27,596,570.0,0
MAC004893,ToU,2012-01-14,2013-03-03,415,400.0,1
MAC000055,Std,2011-12-09,2014-02-27,812,780.0,0
MAC000056,Std,2011-12-09,2014-02-27,812,775.0,0
MAC000407,Std,2012-03-21,2014-02-27,709,681.0,0
MAC000476,Std,2012-03-23,2014-02-27,707,676.0,0
MAC000573,Std,2012-04-11,2014-02-27,687,660.0,0
MAC000690,Std,2012-04-18,2014-02-27,679,655.0,0
MAC000734,Std,2012-04-19,2014-02-27,678,653.0,0
MAC000765,Std,2012-04-20,2014-02-27,677,649.0,0
MAC000802,Std,2012-04-25,2014-02-27,674,648.0,0
MAC001045,Std,2012-05-03,2013-03-26,327,312.0,1
MAC001046,Std,2012-05-03,2013-04-08,341,329.0,1
MAC001079,Std,2012-05-08,2014-02-27,654,624.0,0
MAC001137,Std,2012-05-09,2014-02-27,657,630.0,0
MAC001185,Std,2012-05-11,2014-02-27,656,628.0,0
MAC001186,Std,2012-05-11,2014-02-27,656,629.0,0
MAC001244,Std,2012-05-14,2014-02-27,652,627.0,0
MAC001358,Std,2012-05-17,2014-02-27,650,626.0,0
MAC001467,Std,2012-05-21,2014-02-27,646,618.0,0
MAC001528,Std,2012-05-22,2014-02-27,645,620.0,0
MAC001603,Std,2012-05-25,2014-02-27,641,612.0,0
MAC001629,Std,2012-05-28,2013-02-17,263,254.0,1
MAC001663,Std,2012-05-28,2014-02-27,626,602.0,0
MAC001739,Std,2012-06-01,2014-02-27,631,610.0,0
MAC001784,Std,2012-06-06,2014-02-27,630,603.0,0
MAC001878,Std,2012-06-08,2014-02-27,628,605.0,0
MAC001882,Std,2012-06-08,2014-02-27,629,606.0,0
MAC001945,Std,2012-06-11,2014-02-27,624,602.0,0
MAC001946,Std,2012-06-11,2014-02-27,626,602.0,0
MAC001994,Std,2012-06-12,2014-02-27,625,599.0,0
MAC002038,Std,2012-06-13,2014-02-27,624,602.0,0
MAC002278,Std,2012-04-23,2014-02-27,673,646.0,0
MAC002345,Std,2012-04-25,2014-02-27,673,645.0,0
MAC002545,Std,2012-07-09,2013-11-22,502,482.0,1
MAC002546,Std,2012-07-09,2014-02-27,598,576.0,0
MAC002594,Std,2012-07-10,2014-02-27,598,576.0,0
MAC002748,Std,2012-05-09,2014-02-27,660,631.0,0
MAC002942,Std,2012-07-05,2014-02-27,601,578.0,0
MAC002989,Std,2012-07-04,2013-05-09,309,295.0,1
MAC003058,Std,2012-05-15,2014-02-27,652,622.0,0
MAC003146,Std,2012-07-14,2014-02-27,593,571.0,0
MAC003174,Std,2012-09-12,2014-02-27,534,515.0,0
MAC003217,Std,2012-09-17,2014-02-27,528,509.0,0
MAC003400,Std,2012-09-28,2014-02-27,518,494.0,0
MAC003611,Std,2012-10-11,2014-02-27,505,486.0,0
MAC003655,Std,2012-10-12,2014-02-27,504,484.0,0
MAC003656,Std,2012-10-12,2014-02-27,503,484.0,0
MAC003683,Std,2012-10-16,2013-11-22,403,388.0,1
MAC003928,Std,2012-11-09,2014-02-27,476,458.0,0
MAC004039,Std,2012-07-06,2014-02-27,602,580.0,0
MAC004067,Std,2012-05-18,2014-02-27,650,622.0,0
MAC004130,Std,2012-05-19,2014-02-27,649,625.0,0
MAC004182,Std,2012-05-21,2014-02-27,648,623.0,0
MAC004343,Std,2012-03-15,2014-02-27,715,686.0,0
MAC004475,Std,2011-12-17,2014-02-27,804,774.0,0
MAC004476,Std,2011-12-17,2014-02-27,804,767.0,0
MAC004505,Std,2011-12-19,2014-02-27,802,771.0,0
MAC004535,Std,2011-12-21,2014-02-27,800,772.0,0
MAC004536,Std,2011-12-21,2013-02-20,428,408.0,1
MAC004576,Std,2011-12-28,2014-02-27,793,758.0,0
MAC004612,Std,2012-07-11,2013-01-09,183,174.0,1
MAC004648,Std,2012-07-12,2014-02-27,596,575.0,0
MAC004692,Std,2012-07-13,2014-02-27,595,572.0,0
MAC004792,Std,2012-04-04,2014-02-27,694,663.0,0
MAC004797,Std,2012-04-04,2013-05-15,406,391.0,1
MAC004867,Std,2011-12-30,2014-02-27,791,761.0,0
MAC004954,Std,2012-01-23,2014-02-27,767,740.0,0
MAC005138,Std,2012-05-31,2014-02-27,637,613.0,0
MAC005218,Std,2012-02-04,2014-02-27,755,721.0,0
MAC005223,Std,2012-02-06,2014-02-27,749,720.0,0
MAC005361,Std,2012-02-22,2014-02-27,733,701.0,0
MAC005394,Std,2012-02-27,2014-02-27,732,705.0,0
MAC005512,Std,2012-04-17,2014-02-27,681,656.0,0
MAC005517,Std,2012-04-17,2014-02-27,680,655.0,0
MAC005540,Std,2012-04-18,2014-02-27,678,653.0,0
MAC000369,ToU,2012-03-12,2014-02-27,718,692.0,0
MAC000755,ToU,2012-04-20,2014-02-27,679,657.0,0
MAC001209,ToU,2012-05-12,2014-02-27,656,630.0,0
MAC002119,ToU,2012-06-18,2014-02-27,620,596.0,0
MAC002164,ToU,2012-06-20,2014-02-27,618,597.0,0
MAC002679,ToU,2012-05-04,2014-02-27,664,639.0,0
MAC002680,ToU,2012-05-04,2014-02-27,664,639.0,0
MAC002774,ToU,2012-05-10,2014-02-05,636,607.0,0
MAC002932,ToU,2012-07-02,2014-02-27,606,580.0,0
MAC003061,ToU,2012-05-15,2014-02-27,652,625.0,0
MAC003277,ToU,2012-09-20,2014-02-27,526,504.0,0
MAC003414,ToU,2012-10-01,2014-02-27,515,493.0,0
MAC003471,ToU,2012-10-03,2014-02-27,513,493.0,0
MAC003634,ToU,2012-10-12,2014-02-27,504,484.0,0
MAC003788,ToU,2012-10-22,2014-02-27,494,474.0,0
MAC004609,ToU,2012-07-11,2014-02-27,596,574.0,0
MAC005160,ToU,2012-05-31,2014-02-27,638,612.0,0
MAC005278,ToU,2012-02-10,2014-02-27,749,723.0,0
MAC000049,Std,2011-12-08,2014-02-27,813,785.0,0
MAC000050,Std,2011-12-08,2013-04-16,496,478.0,1
MAC000145,Std,2011-11-23,2014-02-27,828,797.0,0
MAC000171,Std,2011-11-25,2014-02-27,826,788.0,0
MAC000319,Std,2012-03-06,2014-02-27,724,699.0,0
MAC000453,Std,2012-03-23,2014-02-27,707,680.0,0
MAC000495,Std,2012-03-24,2013-02-26,339,327.0,1
MAC000496,Std,2012-03-26,2014-02-27,704,679.0,0
MAC000528,Std,2012-04-01,2014-02-26,511,494.0,0
MAC000614,Std,2012-04-12,2014-02-27,686,661.0,0
MAC000647,Std,2012-04-13,2014-02-27,684,657.0,0
MAC000685,Std,2012-04-18,2014-02-27,680,656.0,0
MAC000686,Std,2012-04-18,2014-02-27,679,653.0,0
MAC000777,Std,2012-04-20,2014-02-27,678,649.0,0
MAC000807,Std,2012-04-25,2014-02-27,673,645.0,0
MAC000829,Std,2012-04-25,2014-02-27,672,647.0,0
MAC000979,Std,2012-05-02,2014-02-27,665,635.0,0
MAC001308,Std,2012-05-14,2014-02-27,655,630.0,0
MAC001418,Std,2012-05-18,2013-09-17,488,471.0,1
MAC001462,Std,2012-05-21,2014-02-27,646,621.0,0
MAC001724,Std,2012-06-01,2014-02-27,635,611.0,0
MAC001764,Std,2012-06-02,2014-02-27,635,610.0,0
MAC001799,Std,2012-06-06,2014-02-27,630,603.0,0
MAC001899,Std,2012-06-08,2014-02-27,630,604.0,0
MAC002101,Std,2012-06-17,2014-02-27,620,597.0,0
MAC002191,Std,2012-06-23,2014-02-27,615,590.0,0
MAC002322,Std,2012-04-24,2014-02-27,674,648.0,0
MAC002364,Std,2012-04-27,2014-02-27,671,645.0,0
MAC002442,Std,2012-04-30,2013-11-18,567,543.0,1
MAC002736,Std,2012-05-08,2014-02-27,660,637.0,0
MAC002993,Std,2012-07-04,2014-02-27,604,583.0,0
MAC003040,Std,2012-05-15,2014-02-27,654,627.0,0
MAC003104,Std,2012-05-16,2014-02-27,653,626.0,0
MAC003212,Std,2012-09-17,2014-02-27,529,506.0,0
MAC003316,Std,2012-09-24,2014-02-27,521,502.0,0
MAC003353,Std,2012-09-26,2013-01-09,106,101.0,1
MAC003445,Std,2012-10-02,2014-02-27,514,496.0,0
MAC003446,Std,2012-10-02,2014-02-27,514,494.0,0
MAC003491,Std,2012-10-05,2014-02-27,511,494.0,0
MAC003527,Std,2012-10-08,2014-02-27,507,485.0,0
MAC003572,Std,2012-10-09,2013-02-19,134,127.0,1
MAC003849,Std,2012-10-24,2014-02-27,492,473.0,0
MAC003850,Std,2012-10-24,2014-02-27,492,475.0,0
MAC003877,Std,2012-10-25,2014-02-27,490,470.0,0
MAC004052,Std,2012-07-07,2014-02-27,601,578.0,0
MAC004142,Std,2012-05-21,2014-02-27,647,623.0,0
MAC004242,Std,2012-05-23,2013-02-17,269,258.0,1
MAC004349,Std,2012-03-15,2014-02-27,715,688.0,0
MAC004403,Std,2012-03-19,2014-02-27,711,684.0,0
MAC004464,Std,2011-12-17,2014-02-27,804,774.0,0
MAC004515,Std,2011-12-20,2014-02-27,801,771.0,0
MAC004570,Std,2011-12-23,2014-02-27,798,767.0,0
MAC004788,Std,2012-04-04,2014-02-27,693,668.0,0
MAC004885,Std,2012-01-10,2014-02-27,780,748.0,0
MAC004886,Std,2012-01-12,2014-02-27,778,750.0,0
MAC005012,Std,2012-01-30,2012-12-21,327,314.0,1
MAC005165,Std,2012-05-31,2014-02-27,638,614.0,0
MAC005166,Std,2012-05-31,2014-02-27,636,613.0,0
MAC005196,Std,2012-02-03,2014-02-27,756,728.0,0
MAC005243,Std,2012-02-07,2014-02-27,752,723.0,0
MAC005261,Std,2012-02-08,2014-02-27,751,724.0,0
MAC005468,Std,2012-04-16,2014-02-27,683,656.0,0
MAC000938,ToU,2012-05-01,2014-02-27,663,637.0,0
MAC002346,ToU,2012-04-25,2014-02-27,673,649.0,0
MAC002488,ToU,2012-07-07,2014-02-27,601,575.0,0
MAC002686,ToU,2012-05-04,2014-02-27,662,637.0,0
MAC003140,ToU,2012-07-14,2014-02-27,591,568.0,0
MAC003145,ToU,2012-07-14,2014-02-27,594,572.0,0
MAC003539,ToU,2012-10-08,2014-02-27,508,483.0,0
MAC003869,ToU,2012-10-25,2014-02-27,491,473.0,0
MAC004062,ToU,2012-07-07,2014-02-27,599,577.0,0
MAC004318,ToU,2012-05-25,2014-02-27,643,617.0,0
MAC003558,Std,2012-10-09,2014-02-27,507,488.0,0
MAC004767,ToU,2012-04-03,2014-02-27,695,668.0,0
MAC005106,ToU,2012-05-30,2014-02-27,638,609.0,0
MAC000120,Std,2011-12-14,2013-08-11,607,583.0,1
MAC000138,Std,2011-12-15,2014-02-27,806,777.0,0
MAC000166,Std,2011-11-24,2014-02-27,827,793.0,0
MAC000235,Std,2011-12-01,2014-01-31,791,763.0,0
MAC000535,Std,2012-04-10,2014-02-27,686,657.0,0
MAC000536,Std,2012-04-10,2014-02-27,687,660.0,0
MAC000599,Std,2012-04-12,2014-02-27,682,658.0,0
MAC000603,Std,2012-04-12,2014-02-27,687,657.0,0
MAC000664,Std,2012-04-14,2014-02-27,685,659.0,0
MAC000788,Std,2012-04-20,2013-10-15,543,520.0,1
MAC000792,Std,2012-04-21,2014-02-27,678,649.0,0
MAC000833,Std,2012-04-26,2014-02-27,671,645.0,0
MAC001193,Std,2012-05-11,2014-02-27,656,628.0,0
MAC001387,Std,2012-05-17,2014-02-27,651,626.0,0
MAC001443,Std,2012-05-18,2014-02-27,649,620.0,0
MAC001543,Std,2012-05-22,2014-02-27,647,624.0,0
MAC001909,Std,2012-06-09,2014-02-27,627,605.0,0
MAC001939,Std,2012-06-11,2014-02-27,626,600.0,0
MAC001971,Std,2012-06-11,2014-02-27,627,602.0,0
MAC002009,Std,2012-06-12,2014-02-27,626,604.0,0
MAC002054,Std,2012-06-14,2014-02-27,624,598.0,0
MAC002161,Std,2012-06-20,2014-02-27,618,595.0,0
MAC002289,Std,2012-04-23,2014-02-27,676,646.0,0
MAC002403,Std,2012-04-30,2014-02-26,585,558.0,0
MAC002487,Std,2012-07-07,2014-02-27,601,580.0,0
MAC002581,Std,2012-07-10,2014-02-27,598,574.0,0
MAC002621,Std,2012-05-03,2014-02-27,666,640.0,0
MAC002704,Std,2012-05-05,2014-02-27,661,634.0,0
MAC002742,Std,2012-05-08,2014-02-27,657,633.0,0
MAC002817,Std,2012-05-11,2014-02-27,658,631.0,0
MAC002938,Std,2012-07-02,2014-02-27,604,581.0,0
MAC003052,Std,2012-05-15,2014-02-27,654,628.0,0
MAC003114,Std,2012-05-16,2014-02-27,653,628.0,0
MAC003171,Std,2012-09-12,2014-02-27,534,514.0,0
MAC003283,Std,2012-09-21,2014-02-27,525,503.0,0
MAC003592,Std,2012-10-10,2013-03-21,163,157.0,1
MAC003631,Std,2012-10-11,2014-02-27,505,483.0,0
MAC003692,Std,2012-10-16,2014-02-27,498,475.0,0
MAC003697,Std,2012-10-16,2014-02-27,500,477.0,0
MAC003737,Std,2012-10-18,2014-02-27,498,479.0,0
MAC003787,Std,2012-10-22,2014-02-27,494,474.0,0
MAC003902,Std,2012-10-26,2014-02-27,488,469.0,0
MAC003990,Std,2012-07-06,2014-02-27,602,576.0,0
MAC004188,Std,2012-05-21,2014-02-27,647,624.0,0
MAC004254,Std,2012-05-24,2014-02-27,645,621.0,0
MAC004288,Std,2012-05-24,2014-02-27,642,618.0,0
MAC004322,Std,2012-05-25,2014-02-27,642,618.0,0
MAC004358,Std,2012-03-15,2014-02-27,715,688.0,0
MAC004457,Std,2011-12-16,2014-02-16,794,758.0,0
MAC004483,Std,2011-12-19,2014-02-27,767,740.0,0
MAC004587,Std,2012-07-11,2014-02-27,597,575.0,0
MAC004618,Std,2012-07-11,2014-02-27,596,572.0,0
MAC004658,Std,2012-07-12,2013-10-29,475,455.0,1
MAC004820,Std,2012-04-05,2014-02-27,694,667.0,0
MAC004826,Std,2012-04-05,2014-02-27,692,665.0,0
MAC004868,Std,2012-01-03,2014-02-27,787,755.0,0
MAC004919,Std,2012-01-19,2014-02-27,771,742.0,0
MAC005105,Std,2012-05-30,2014-02-27,637,613.0,0
MAC005264,Std,2012-02-09,2014-02-27,750,722.0,0
MAC005294,Std,2012-02-13,2014-02-27,746,720.0,0
MAC005315,Std,2012-02-16,2014-02-27,743,718.0,0
MAC005391,Std,2012-02-25,2013-03-06,376,362.0,1
MAC005407,Std,2012-02-28,2014-02-27,731,703.0,0
MAC005439,Std,2012-04-16,2014-02-27,682,657.0,0
MAC005462,Std,2012-04-17,2014-02-27,680,655.0,0
MAC000064,ToU,2011-12-09,2014-02-27,812,780.0,0
MAC000344,ToU,2012-03-08,2014-02-27,722,695.0,0
MAC000352,ToU,2012-03-09,2014-02-27,721,693.0,0
MAC000704,ToU,2012-04-19,2014-02-27,677,650.0,0
MAC000851,ToU,2012-04-26,2014-02-27,672,645.0,0
MAC000944,ToU,2012-05-02,2014-02-27,665,638.0,0
MAC001614,ToU,2012-05-25,2014-02-27,643,619.0,0
MAC001951,ToU,2012-06-11,2014-02-27,626,604.0,0
MAC002040,ToU,2012-06-13,2014-02-27,623,598.0,0
MAC002046,ToU,2012-06-17,2014-02-27,621,600.0,0
MAC002633,ToU,2012-05-03,2014-02-27,663,635.0,0
MAC002668,ToU,2012-05-04,2014-02-27,663,636.0,0
MAC002713,ToU,2012-05-08,2014-02-27,661,636.0,0
MAC002726,ToU,2012-05-08,2014-02-27,658,630.0,0
MAC002827,ToU,2012-05-11,2014-02-27,656,628.0,0
MAC002833,ToU,2012-05-11,2014-02-27,655,627.0,0
MAC003198,ToU,2012-09-14,2014-02-27,532,510.0,0
MAC003360,ToU,2012-09-27,2014-02-27,519,497.0,0
MAC003365,ToU,2012-09-27,2014-02-27,518,490.0,0
MAC003366,ToU,2012-09-27,2014-02-27,519,501.0,0
MAC003387,ToU,2012-09-28,2014-02-27,517,499.0,0
MAC004303,ToU,2012-05-24,2013-09-09,474,456.0,1
MAC004309,ToU,2012-05-25,2014-02-27,640,614.0,0
MAC004683,ToU,2012-07-13,2014-02-27,592,567.0,0
MAC004689,ToU,2012-07-13,2014-02-27,594,571.0,0
MAC004762,ToU,2012-04-03,2014-02-27,696,664.0,0
MAC005349,ToU,2012-02-21,2014-02-27,738,712.0,0
MAC000025,Std,2011-12-07,2014-02-27,814,773.0,0
MAC000026,Std,2011-12-07,2014-02-27,814,782.0,0
MAC000110,Std,2011-12-13,2014-02-27,808,772.0,0
MAC000160,Std,2011-11-24,2014-02-27,827,789.0,0
MAC000218,Std,2011-11-30,2014-02-27,821,789.0,0
MAC000255,Std,2011-12-03,2014-02-27,818,790.0,0
MAC000256,Std,2011-12-05,2014-02-27,816,787.0,0
MAC000302,Std,2012-03-05,2014-02-27,722,694.0,0
MAC000330,Std,2012-03-07,2014-02-27,719,692.0,0
MAC000530,Std,2012-03-28,2014-02-27,702,675.0,0
MAC000720,Std,2012-04-19,2014-02-27,680,652.0,0
MAC000861,Std,2012-04-26,2014-02-27,673,646.0,0
MAC001007,Std,2012-05-02,2014-02-27,666,637.0,0
MAC001174,Std,2012-05-09,2014-01-22,623,596.0,0
MAC001239,Std,2012-05-14,2014-02-27,652,625.0,0
MAC001241,Std,2012-05-14,2014-02-27,654,631.0,0
MAC001262,Std,2012-05-14,2014-02-27,654,624.0,0
MAC001295,Std,2012-05-14,2014-02-27,652,629.0,0
MAC001296,Std,2012-05-14,2014-02-27,655,629.0,0
MAC001382,Std,2012-05-17,2014-02-27,652,628.0,0
MAC001499,Std,2012-05-22,2014-02-27,647,623.0,0
MAC001535,Std,2012-05-22,2014-02-27,647,621.0,0
MAC001572,Std,2012-05-23,2014-02-27,645,620.0,0
MAC001577,Std,2012-05-25,2013-04-03,313,297.0,1
MAC001719,Std,2012-06-01,2014-02-27,634,610.0,0
MAC001721,Std,2012-06-01,2014-02-27,636,608.0,0
MAC001888,Std,2012-06-08,2014-02-27,630,607.0,0
MAC001922,Std,2012-06-09,2014-02-27,627,603.0,0
MAC001927,Std,2012-06-09,2014-02-27,627,603.0,0
MAC001985,Std,2012-06-12,2014-02-27,625,600.0,0
MAC001986,Std,2012-06-12,2014-02-27,624,601.0,0
MAC002145,Std,2012-06-19,2014-02-27,619,596.0,0
MAC002146,Std,2012-06-19,2014-02-27,619,594.0,0
MAC002175,Std,2012-06-21,2014-02-27,611,589.0,0
MAC002213,Std,2012-06-27,2014-02-27,609,586.0,0
MAC002298,Std,2012-04-24,2013-05-04,375,359.0,1
MAC002771,Std,2012-05-10,2014-02-27,657,631.0,0
MAC002805,Std,2012-05-10,2014-02-27,657,631.0,0
MAC002806,Std,2012-05-10,2014-02-27,658,634.0,0
MAC003011,Std,2012-05-15,2014-02-27,653,627.0,0
MAC003064,Std,2012-05-15,2014-02-27,654,631.0,0
MAC003230,Std,2012-09-17,2014-02-27,529,508.0,0
MAC003278,Std,2012-09-20,2014-02-27,525,505.0,0
MAC003424,Std,2012-10-01,2014-01-14,471,454.0,0
MAC003494,Std,2012-10-04,2014-02-27,512,494.0,0
MAC003549,Std,2012-10-08,2014-02-27,507,486.0,0
MAC003552,Std,2012-10-08,2014-02-27,508,487.0,0
MAC003584,Std,2012-10-09,2014-02-27,506,486.0,0
MAC003704,Std,2012-10-17,2014-02-27,499,479.0,0
MAC003749,Std,2012-10-18,2014-02-27,498,476.0,0
MAC003813,Std,2012-10-22,2014-02-27,493,475.0,0
MAC003889,Std,2012-10-26,2014-02-27,490,470.0,0
MAC003891,Std,2012-10-26,2014-02-27,485,466.0,0
MAC003930,Std,2012-11-12,2014-02-27,472,455.0,0
MAC003936,Std,2012-07-05,2014-02-27,602,579.0,0
MAC003957,Std,2012-07-06,2014-02-27,602,577.0,0
MAC003962,Std,2012-07-06,2014-02-27,602,576.0,0
MAC004049,Std,2012-07-07,2014-02-27,601,577.0,0
MAC004178,Std,2012-05-21,2013-12-23,582,561.0,0
MAC004215,Std,2012-05-23,2014-02-27,646,621.0,0
MAC004295,Std,2012-05-24,2014-02-27,643,618.0,0
MAC004296,Std,2012-05-24,2014-02-27,644,615.0,0
MAC004461,Std,2011-12-17,2014-02-27,804,776.0,0
MAC004582,Std,2012-09-11,2014-01-07,484,466.0,0
MAC004729,Std,2012-04-02,2014-02-27,696,666.0,0
MAC004787,Std,2012-04-04,2014-02-27,695,664.0,0
MAC004849,Std,2011-12-29,2014-02-27,792,763.0,0
MAC004913,Std,2012-01-19,2014-02-27,771,741.0,0
MAC004930,Std,2012-01-20,2014-02-27,770,743.0,0
MAC004995,Std,2012-01-27,2013-06-30,521,502.0,1
MAC004996,Std,2012-01-27,2014-02-27,763,733.0,0
MAC005043,Std,2012-02-01,2014-02-27,758,723.0,0
MAC005117,Std,2012-05-31,2014-02-27,638,612.0,0
MAC005206,Std,2012-02-03,2014-02-27,756,726.0,0
MAC005356,Std,2012-02-22,2014-02-27,737,711.0,0
MAC005410,Std,2012-02-28,2014-02-27,731,702.0,0
MAC005433,Std,2012-04-14,2014-02-27,684,657.0,0
MAC005494,Std,2012-04-17,2013-05-21,400,383.0,1
MAC005530,Std,2012-04-17,2014-02-27,681,658.0,0
MAC000236,ToU,2011-12-01,2014-02-27,820,785.0,0
MAC000583,ToU,2012-04-11,2014-02-27,646,622.0,0
MAC000797,ToU,2012-04-25,2014-02-03,649,622.0,0
MAC001352,ToU,2012-05-17,2014-02-27,651,625.0,0
MAC001372,ToU,2012-05-17,2014-02-27,652,623.0,0
MAC001431,ToU,2012-05-18,2014-02-27,650,627.0,0
MAC001536,ToU,2012-05-22,2014-02-27,645,622.0,0
MAC002073,ToU,2012-06-15,2014-02-27,623,600.0,0
MAC002084,ToU,2012-06-17,2014-02-27,621,592.0,0
MAC002093,ToU,2012-06-17,2013-08-18,428,407.0,1
MAC002219,ToU,2012-06-29,2014-02-27,607,585.0,0
MAC002839,ToU,2012-05-11,2014-02-27,656,631.0,0
MAC002909,ToU,2012-07-02,2014-02-24,601,581.0,0
MAC003269,ToU,2012-09-20,2014-02-27,526,506.0,0
MAC003665,ToU,2012-10-15,2014-02-27,501,476.0,0
MAC003967,ToU,2012-07-06,2014-02-27,602,579.0,0
MAC004621,ToU,2012-07-11,2014-02-27,596,570.0,0
MAC004825,ToU,2012-04-05,2014-02-27,691,663.0,0
MAC005189,ToU,2012-02-02,2014-02-27,744,713.0,0
MAC005308,ToU,2012-02-15,2014-02-27,744,715.0,0
MAC005310,ToU,2012-02-15,2014-02-27,744,716.0,0
MAC000243,Std,2011-12-02,2014-02-27,817,781.0,0
MAC000335,Std,2012-03-07,2014-01-29,694,665.0,0
MAC000399,Std,2012-03-14,2013-11-18,615,590.0,1
MAC000503,Std,2012-03-26,2014-02-27,704,677.0,0
MAC000540,Std,2012-04-10,2013-03-15,340,326.0,1
MAC000674,Std,2012-04-18,2014-02-27,681,657.0,0
MAC000714,Std,2012-04-19,2014-02-27,680,656.0,0
MAC000888,Std,2012-04-27,2014-02-27,670,645.0,0
MAC000928,Std,2012-05-01,2014-02-27,666,640.0,0
MAC001021,Std,2012-05-02,2014-02-27,665,641.0,0
MAC001098,Std,2012-05-08,2014-02-27,659,634.0,0
MAC001145,Std,2012-05-09,2014-02-27,657,626.0,0
MAC001146,Std,2012-05-09,2014-02-27,659,635.0,0
